experience_level,job_title,salary_in_usd,company_location,company_size
SE,Research Scientist,278700,US,M
SE,Research Scientist,159300,US,M
MI,Business Intelligence Developer,117750,US,M
MI,Business Intelligence Developer,70650,US,M
SE,Data Engineer,233200,US,M
SE,Data Engineer,144200,US,M
SE,Machine Learning Engineer,247500,US,M
SE,Machine Learning Engineer,172200,US,M
MI,Data Engineer,138000,US,M
MI,Data Engineer,86000,US,M
EN,Data Analyst,179000,US,M
EN,Data Analyst,112000,US,M
MI,Business Intelligence Developer,92000,US,M
MI,Business Intelligence Developer,80000,US,M
SE,Business Intelligence Analyst,127000,US,M
SE,Business Intelligence Analyst,72600,US,M
EN,Data Analyst,83000,US,M
EN,Data Analyst,71000,US,M
SE,AI Architect,198650,US,M
SE,AI Architect,137000,US,M
SE,Data Architect,160000,US,M
SE,Data Architect,100000,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73000,US,M
MI,Machine Learning Engineer,179000,US,M
MI,Machine Learning Engineer,112000,US,M
SE,Data Science,111800,US,M
SE,Data Science,68195,US,M
SE,Business Intelligence Analyst,132000,US,M
SE,Business Intelligence Analyst,82500,US,M
MI,Research Engineer,140000,US,M
MI,Research Engineer,100000,US,M
MI,Data Analyst,129118,US,M
MI,Data Analyst,86078,US,M
MI,Data Scientist,97000,US,M
MI,Data Scientist,62000,US,M
MI,Business Intelligence Developer,87800,US,M
MI,Business Intelligence Developer,76300,US,M
SE,Research Engineer,97000,US,M
SE,Research Engineer,62000,US,M
SE,Machine Learning Engineer,253000,US,M
SE,Machine Learning Engineer,187000,US,M
SE,Machine Learning Engineer,250000,US,M
SE,Machine Learning Engineer,150000,US,M
MI,Data Engineer,184000,US,M
MI,Data Engineer,123000,US,M
SE,Data Scientist,245000,US,M
SE,Data Scientist,180000,US,M
SE,Data Engineer,184000,US,M
SE,Data Engineer,123000,US,M
SE,AI Architect,317000,US,M
SE,AI Architect,266000,US,M
SE,Machine Learning Engineer,229000,US,M
SE,Machine Learning Engineer,221000,US,M
MI,Data Engineer,184000,US,M
MI,Data Engineer,123000,US,M
MI,BI Developer,120000,US,M
MI,BI Developer,62100,US,M
SE,Machine Learning Engineer,198000,US,M
SE,Machine Learning Engineer,162000,US,M
SE,Machine Learning Engineer,300000,US,M
SE,Machine Learning Engineer,180000,US,M
MI,Data Scientist,68088,US,M
MI,Data Scientist,54552,US,M
SE,Data Scientist,324000,US,M
SE,Data Scientist,159000,US,M
MI,Data Analytics Manager,99000,US,M
MI,Data Analytics Manager,70000,US,M
SE,Machine Learning Engineer,220000,US,M
SE,Machine Learning Engineer,146000,US,M
MI,Data Scientist,105000,US,M
MI,Data Scientist,70000,US,M
MI,Data Scientist,60000,US,M
MI,Data Scientist,55000,US,M
EN,Data Analyst,116013,US,M
EN,Data Analyst,92810,US,M
SE,Research Analyst,200000,US,M
SE,Research Analyst,150000,US,M
SE,Data Engineer,221000,US,M
SE,Data Engineer,138000,US,M
MI,Data Engineer,146100,US,M
MI,Data Engineer,86500,US,M
SE,Data Scientist,159300,US,M
SE,Data Scientist,96600,US,M
SE,Data Engineer,209300,US,M
SE,Data Engineer,118300,US,M
MI,Data Scientist,179000,US,M
MI,Data Scientist,112000,US,M
MI,Data Engineer,308000,US,M
MI,Data Engineer,193000,US,M
SE,Data Engineer,240000,US,M
SE,Data Engineer,180000,US,M
SE,Data Analyst,126480,US,M
SE,Data Analyst,82620,US,M
SE,Machine Learning Engineer,324000,US,M
SE,Machine Learning Engineer,159000,US,M
SE,Data Engineer,180000,US,M
SE,Data Engineer,150000,US,M
SE,Data Scientist,106875,US,M
SE,Data Scientist,71250,US,M
SE,Business Intelligence Developer,144138,US,M
SE,Business Intelligence Developer,104828,US,M
SE,Data Scientist,161000,US,M
SE,Data Scientist,133200,US,M
MI,Data Scientist,161875,US,M
MI,Data Scientist,97125,US,M
SE,Data Science,237200,US,M
SE,Data Science,172500,US,M
SE,Data Scientist,184800,US,M
SE,Data Scientist,161900,US,M
SE,Data Scientist,146800,US,M
SE,Data Scientist,117400,US,M
EN,Data Analyst,90000,US,M
EN,Data Analyst,60000,US,M
SE,Data Product Manager,227200,US,M
SE,Data Product Manager,199100,US,M
MI,Data Scientist,310000,US,M
MI,Data Scientist,245000,US,M
SE,Data Engineer,140000,US,M
SE,Data Engineer,125000,US,M
MI,Machine Learning Engineer,223000,US,M
MI,Machine Learning Engineer,171600,US,M
EN,Data Analyst,140000,US,M
EN,Data Analyst,100000,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,139000,US,M
SE,Analytics Engineer,234200,US,M
SE,Analytics Engineer,124000,US,M
SE,Data Engineer,282000,US,M
SE,Data Engineer,208000,US,M
SE,Research Scientist,138000,US,M
SE,Research Scientist,86000,US,M
EN,Research Analyst,110000,US,M
EN,Research Analyst,90000,US,M
SE,Data Engineer,255800,US,M
SE,Data Engineer,176000,US,M
MI,Data Engineer,210000,US,M
MI,Data Engineer,140000,US,M
SE,Data Architect,160000,US,M
SE,Data Architect,130000,US,M
EN,Data Analyst,156000,US,M
EN,Data Analyst,124000,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,140000,US,M
MI,Data Specialist,111000,US,M
MI,Data Specialist,79200,US,M
SE,Data Engineer,139810,US,M
SE,Data Engineer,95325,US,M
